gene_id,sample_id,mutation_type
Gene_0171,Patient_115,missense
Gene_0171,Patient_065,frameshift
Gene_0171,Patient_016,missense
Gene_0171,Patient_035,frameshift
Gene_0171,Patient_064,missense
Gene_0171,Patient_190,nonsense
Gene_0172,Patient_053,frameshift
Gene_0172,Patient_039,nonsense
Gene_0172,Patient_130,frameshift
Gene_0172,Patient_110,frameshift
Gene_0172,Patient_000,missense
Gene_0172,Patient_133,frameshift
Gene_0172,Patient_190,nonsense
Gene_0172,Patient_020,nonsense
Gene_0172,Patient_178,missense
Gene_0172,Patient_035,missense
Gene_0173,Patient_131,missense
Gene_0173,Patient_143,frameshift
Gene_0173,Patient_084,missense
Gene_0173,Patient_158,missense
Gene_0173,Patient_076,missense
Gene_0173,Patient_006,missense
Gene_0173,Patient_177,nonsense
Gene_0173,Patient_019,frameshift
Gene_0173,Patient_059,nonsense
Gene_0173,Patient_108,frameshift
Gene_0174,Patient_167,nonsense
Gene_0174,Patient_118,missense
Gene_0174,Patient_024,frameshift
Gene_0174,Patient_064,nonsense
Gene_0174,Patient_014,frameshift
Gene_0174,Patient_020,missense
Gene_0174,Patient_139,frameshift
Gene_0174,Patient_111,missense
Gene_0174,Patient_010,missense
Gene_0174,Patient_089,missense
Gene_0175,Patient_075,nonsense
Gene_0175,Patient_067,frameshift
Gene_0175,Patient_027,frameshift
Gene_0175,Patient_103,frameshift
Gene_0175,Patient_019,frameshift
Gene_0175,Patient_097,missense
Gene_0175,Patient_061,nonsense
Gene_0175,Patient_011,missense
Gene_0175,Patient_092,nonsense
Gene_0175,Patient_155,missense
Gene_0176,Patient_057,missense
Gene_0176,Patient_044,missense
Gene_0176,Patient_112,nonsense
Gene_0176,Patient_148,missense
Gene_0176,Patient_139,frameshift
Gene_0176,Patient_145,missense
Gene_0176,Patient_115,missense
Gene_0176,Patient_105,nonsense
Gene_0176,Patient_102,frameshift
Gene_0176,Patient_061,frameshift
Gene_0177,Patient_195,frameshift
Gene_0177,Patient_064,frameshift
Gene_0177,Patient_143,missense
Gene_0177,Patient_151,missense
Gene_0177,Patient_166,nonsense
Gene_0177,Patient_045,missense
Gene_0177,Patient_129,nonsense
Gene_0177,Patient_131,missense
Gene_0177,Patient_138,missense
Gene_0177,Patient_042,frameshift
Gene_0178,Patient_142,nonsense
Gene_0178,Patient_145,nonsense
Gene_0178,Patient_185,missense
Gene_0178,Patient_164,frameshift
Gene_0178,Patient_055,missense
Gene_0178,Patient_021,frameshift
Gene_0178,Patient_179,nonsense
Gene_0178,Patient_137,nonsense
Gene_0178,Patient_025,nonsense
Gene_0178,Patient_085,missense
Gene_0178,Patient_043,frameshift
Gene_0178,Patient_101,frameshift
Gene_0178,Patient_047,missense
Gene_0178,Patient_160,missense
Gene_0178,Patient_074,missense
Gene_0178,Patient_022,nonsense
Gene_0178,Patient_149,missense
Gene_0178,Patient_129,frameshift
Gene_0178,Patient_062,nonsense
Gene_0178,Patient_095,frameshift
Gene_0178,Patient_112,missense
Gene_0178,Patient_132,nonsense
Gene_0178,Patient_028,frameshift
Gene_0178,Patient_197,missense
Gene_0178,Patient_119,nonsense
Gene_0178,Patient_111,frameshift
Gene_0178,Patient_089,missense
Gene_0178,Patient_052,nonsense
Gene_0178,Patient_124,frameshift
Gene_0178,Patient_082,frameshift
Gene_0178,Patient_102,missense
Gene_0178,Patient_046,nonsense
Gene_0178,Patient_113,frameshift
Gene_0178,Patient_032,frameshift
Gene_0178,Patient_152,missense
Gene_0178,Patient_081,frameshift
Gene_0178,Patient_114,frameshift
Gene_0178,Patient_067,nonsense
Gene_0178,Patient_086,nonsense
Gene_0178,Patient_073,missense
Gene_0179,Patient_097,missense
Gene_0179,Patient_120,missense
Gene_0179,Patient_169,nonsense
Gene_0179,Patient_139,nonsense
Gene_0179,Patient_176,frameshift
Gene_0179,Patient_143,frameshift
Gene_0179,Patient_177,missense
Gene_0179,Patient_074,missense
Gene_0179,Patient_044,nonsense
Gene_0179,Patient_001,missense
Gene_0179,Patient_144,frameshift
Gene_0179,Patient_092,frameshift
Gene_0179,Patient_017,missense
Gene_0179,Patient_133,missense
Gene_0179,Patient_114,nonsense
Gene_0179,Patient_038,missense
Gene_0179,Patient_012,missense
Gene_0179,Patient_168,frameshift
Gene_0179,Patient_019,nonsense
Gene_0179,Patient_196,missense
Gene_0179,Patient_059,frameshift
Gene_0179,Patient_090,frameshift
Gene_0179,Patient_126,frameshift
Gene_0179,Patient_130,frameshift
Gene_0179,Patient_122,nonsense
Gene_0179,Patient_193,frameshift
Gene_0179,Patient_128,missense
Gene_0179,Patient_075,nonsense
Gene_0179,Patient_182,missense
Gene_0179,Patient_186,nonsense
Gene_0179,Patient_147,frameshift
Gene_0179,Patient_116,nonsense
Gene_0179,Patient_076,nonsense
Gene_0179,Patient_048,frameshift
Gene_0179,Patient_068,nonsense
Gene_0179,Patient_162,frameshift
Gene_0179,Patient_191,nonsense
Gene_0179,Patient_098,frameshift
Gene_0179,Patient_026,nonsense
Gene_0179,Patient_079,missense
Gene_0180,Patient_079,missense
Gene_0180,Patient_125,missense
Gene_0180,Patient_138,nonsense
Gene_0180,Patient_084,missense
Gene_0180,Patient_069,missense
Gene_0180,Patient_059,missense
Gene_0180,Patient_070,nonsense
Gene_0180,Patient_164,frameshift
Gene_0180,Patient_187,nonsense
Gene_0180,Patient_144,missense
Gene_0180,Patient_117,nonsense
Gene_0180,Patient_045,nonsense
Gene_0180,Patient_073,missense
Gene_0180,Patient_132,frameshift
Gene_0180,Patient_067,missense
Gene_0180,Patient_062,frameshift
Gene_0180,Patient_066,frameshift
Gene_0180,Patient_075,frameshift
Gene_0180,Patient_185,nonsense
Gene_0180,Patient_025,frameshift
Gene_0180,Patient_050,frameshift
Gene_0180,Patient_170,missense
Gene_0180,Patient_128,frameshift
Gene_0180,Patient_158,frameshift
Gene_0180,Patient_058,missense
Gene_0180,Patient_083,missense
Gene_0180,Patient_065,missense
Gene_0180,Patient_116,missense
Gene_0180,Patient_112,missense
Gene_0180,Patient_163,frameshift
Gene_0180,Patient_111,frameshift
Gene_0180,Patient_053,frameshift
Gene_0180,Patient_039,frameshift
Gene_0180,Patient_095,missense
Gene_0180,Patient_161,frameshift
Gene_0180,Patient_082,nonsense
Gene_0180,Patient_076,missense
Gene_0180,Patient_146,nonsense
Gene_0180,Patient_159,nonsense
Gene_0180,Patient_196,nonsense
Gene_0181,Patient_019,frameshift
Gene_0181,Patient_092,nonsense
Gene_0181,Patient_113,missense
Gene_0181,Patient_155,missense
Gene_0181,Patient_145,nonsense
Gene_0181,Patient_147,frameshift
Gene_0181,Patient_096,frameshift
Gene_0181,Patient_009,missense
Gene_0181,Patient_057,nonsense
Gene_0181,Patient_164,missense
Gene_0182,Patient_085,nonsense
Gene_0182,Patient_136,nonsense
Gene_0182,Patient_005,frameshift
Gene_0182,Patient_055,frameshift
Gene_0182,Patient_193,nonsense
Gene_0182,Patient_079,nonsense
Gene_0182,Patient_179,missense
Gene_0182,Patient_075,frameshift
Gene_0182,Patient_117,frameshift
Gene_0182,Patient_047,frameshift
Gene_0183,Patient_113,frameshift
Gene_0183,Patient_166,nonsense
Gene_0183,Patient_107,frameshift
Gene_0183,Patient_128,missense
Gene_0183,Patient_061,nonsense
Gene_0183,Patient_168,nonsense
Gene_0183,Patient_123,frameshift
Gene_0183,Patient_025,frameshift
Gene_0183,Patient_191,missense
Gene_0183,Patient_014,nonsense
Gene_0184,Patient_157,missense
Gene_0184,Patient_029,nonsense
Gene_0184,Patient_105,missense
Gene_0184,Patient_179,missense
Gene_0184,Patient_031,missense
Gene_0184,Patient_110,nonsense
Gene_0184,Patient_018,missense
Gene_0184,Patient_190,nonsense
Gene_0184,Patient_153,missense
Gene_0184,Patient_043,nonsense
Gene_0185,Patient_073,nonsense
Gene_0185,Patient_092,nonsense
Gene_0185,Patient_043,frameshift
Gene_0185,Patient_126,missense
Gene_0185,Patient_122,nonsense
Gene_0185,Patient_145,missense
Gene_0185,Patient_102,nonsense
Gene_0185,Patient_156,frameshift
Gene_0185,Patient_037,nonsense
Gene_0185,Patient_050,nonsense
Gene_0186,Patient_058,frameshift
Gene_0186,Patient_003,missense
Gene_0186,Patient_074,nonsense
Gene_0186,Patient_076,nonsense
Gene_0186,Patient_190,nonsense
Gene_0186,Patient_092,nonsense
Gene_0186,Patient_037,nonsense
Gene_0186,Patient_021,nonsense
Gene_0186,Patient_131,frameshift
Gene_0186,Patient_072,nonsense
Gene_0186,Patient_112,nonsense
Gene_0186,Patient_120,missense
Gene_0186,Patient_145,nonsense
Gene_0186,Patient_051,nonsense
Gene_0186,Patient_094,nonsense
Gene_0186,Patient_146,nonsense
Gene_0186,Patient_111,frameshift
Gene_0186,Patient_176,frameshift
Gene_0186,Patient_083,nonsense
Gene_0186,Patient_180,missense
Gene_0186,Patient_175,missense
Gene_0186,Patient_148,frameshift
Gene_0186,Patient_182,missense
Gene_0186,Patient_052,nonsense
Gene_0186,Patient_129,nonsense
Gene_0186,Patient_006,missense
Gene_0186,Patient_117,nonsense
Gene_0186,Patient_078,nonsense
Gene_0186,Patient_077,missense
Gene_0186,Patient_140,frameshift
Gene_0186,Patient_013,nonsense
Gene_0186,Patient_035,missense
Gene_0186,Patient_073,missense
Gene_0186,Patient_022,frameshift
Gene_0186,Patient_057,frameshift
Gene_0186,Patient_147,missense
Gene_0186,Patient_153,frameshift
Gene_0186,Patient_141,missense
Gene_0186,Patient_102,nonsense
Gene_0186,Patient_044,missense
Gene_0187,Patient_084,frameshift
Gene_0187,Patient_131,nonsense
Gene_0187,Patient_116,nonsense
Gene_0187,Patient_159,frameshift
Gene_0187,Patient_002,nonsense
Gene_0187,Patient_013,missense
Gene_0187,Patient_146,nonsense
Gene_0187,Patient_055,nonsense
Gene_0187,Patient_163,frameshift
Gene_0187,Patient_081,frameshift
Gene_0188,Patient_134,missense
Gene_0188,Patient_142,missense
Gene_0188,Patient_119,frameshift
Gene_0188,Patient_048,frameshift
Gene_0188,Patient_160,nonsense
Gene_0188,Patient_158,nonsense
Gene_0188,Patient_007,frameshift
Gene_0188,Patient_164,missense
Gene_0188,Patient_084,frameshift
Gene_0188,Patient_062,nonsense
Gene_0189,Patient_179,nonsense
Gene_0189,Patient_191,nonsense
Gene_0189,Patient_045,missense
Gene_0189,Patient_192,nonsense
Gene_0189,Patient_160,nonsense
Gene_0189,Patient_034,frameshift
Gene_0189,Patient_103,frameshift
Gene_0189,Patient_143,missense
Gene_0189,Patient_031,nonsense
Gene_0189,Patient_154,nonsense
Gene_0190,Patient_011,frameshift
Gene_0190,Patient_075,nonsense
Gene_0190,Patient_093,missense
Gene_0190,Patient_141,frameshift
Gene_0190,Patient_042,missense
Gene_0190,Patient_120,frameshift
Gene_0190,Patient_097,missense
Gene_0190,Patient_024,missense
Gene_0190,Patient_123,nonsense
Gene_0190,Patient_109,nonsense
Gene_0191,Patient_129,frameshift
Gene_0191,Patient_137,frameshift
Gene_0191,Patient_015,frameshift
Gene_0191,Patient_099,missense
Gene_0191,Patient_172,frameshift
Gene_0191,Patient_154,frameshift
Gene_0191,Patient_038,missense
Gene_0191,Patient_065,nonsense
Gene_0191,Patient_016,frameshift
Gene_0191,Patient_193,missense
Gene_0192,Patient_111,missense
Gene_0192,Patient_139,nonsense
Gene_0192,Patient_066,missense
Gene_0192,Patient_109,missense
Gene_0192,Patient_116,nonsense
Gene_0192,Patient_089,missense
Gene_0192,Patient_155,missense
Gene_0192,Patient_144,missense
Gene_0192,Patient_173,missense
Gene_0192,Patient_186,frameshift
Gene_0193,Patient_109,missense
Gene_0193,Patient_031,nonsense
Gene_0193,Patient_096,frameshift
Gene_0193,Patient_085,frameshift
Gene_0193,Patient_017,nonsense
Gene_0193,Patient_058,frameshift
Gene_0193,Patient_119,frameshift
Gene_0193,Patient_091,frameshift
Gene_0193,Patient_115,frameshift
Gene_0193,Patient_088,frameshift
Gene_0194,Patient_064,frameshift
Gene_0194,Patient_098,missense
Gene_0194,Patient_143,missense
Gene_0194,Patient_165,missense
Gene_0194,Patient_187,frameshift
Gene_0194,Patient_175,missense
Gene_0194,Patient_142,missense
Gene_0194,Patient_186,frameshift
Gene_0194,Patient_168,missense
Gene_0194,Patient_124,missense
Gene_0195,Patient_053,frameshift
Gene_0195,Patient_185,nonsense
Gene_0195,Patient_128,nonsense
Gene_0195,Patient_031,nonsense
Gene_0195,Patient_025,missense
Gene_0195,Patient_157,nonsense
Gene_0195,Patient_033,frameshift
Gene_0195,Patient_178,nonsense
Gene_0195,Patient_050,nonsense
Gene_0195,Patient_096,nonsense
Gene_0195,Patient_069,nonsense
Gene_0195,Patient_140,missense
Gene_0195,Patient_162,frameshift
Gene_0195,Patient_180,missense
Gene_0195,Patient_003,nonsense
Gene_0195,Patient_000,nonsense
Gene_0195,Patient_195,frameshift
Gene_0195,Patient_133,frameshift
Gene_0195,Patient_056,nonsense
Gene_0195,Patient_163,frameshift
Gene_0195,Patient_159,nonsense
Gene_0195,Patient_089,missense
Gene_0195,Patient_097,frameshift
Gene_0195,Patient_059,frameshift
Gene_0195,Patient_134,frameshift
Gene_0195,Patient_119,frameshift
Gene_0195,Patient_153,nonsense
Gene_0195,Patient_004,frameshift
Gene_0195,Patient_024,missense
Gene_0195,Patient_095,frameshift
Gene_0195,Patient_150,frameshift
Gene_0195,Patient_165,frameshift
Gene_0195,Patient_028,nonsense
Gene_0195,Patient_064,nonsense
Gene_0195,Patient_014,missense
Gene_0195,Patient_148,frameshift
Gene_0195,Patient_174,nonsense
Gene_0195,Patient_047,missense
Gene_0195,Patient_147,nonsense
Gene_0195,Patient_065,missense
Gene_0196,Patient_082,nonsense
Gene_0196,Patient_040,missense
Gene_0196,Patient_148,missense
Gene_0196,Patient_110,frameshift
Gene_0196,Patient_031,nonsense
Gene_0196,Patient_191,frameshift
Gene_0196,Patient_019,frameshift
Gene_0196,Patient_099,nonsense
Gene_0196,Patient_056,frameshift
Gene_0196,Patient_174,missense
Gene_0197,Patient_081,nonsense
Gene_0197,Patient_026,nonsense
Gene_0197,Patient_143,missense
Gene_0197,Patient_151,missense
Gene_0197,Patient_119,missense
Gene_0197,Patient_159,missense
Gene_0197,Patient_057,frameshift
Gene_0197,Patient_093,nonsense
Gene_0197,Patient_051,frameshift
Gene_0197,Patient_196,nonsense
Gene_0198,Patient_043,missense
Gene_0198,Patient_177,missense
Gene_0198,Patient_018,missense
Gene_0198,Patient_000,nonsense
Gene_0198,Patient_024,nonsense
Gene_0198,Patient_179,frameshift
Gene_0198,Patient_162,missense
Gene_0198,Patient_175,frameshift
Gene_0198,Patient_107,missense
Gene_0198,Patient_106,nonsense
Gene_0199,Patient_125,missense
Gene_0199,Patient_170,frameshift
Gene_0199,Patient_175,nonsense
Gene_0199,Patient_142,nonsense
Gene_0199,Patient_192,nonsense
Gene_0199,Patient_143,missense
Gene_0199,Patient_119,frameshift
Gene_0199,Patient_148,missense
Gene_0199,Patient_149,missense
Gene_0199,Patient_176,frameshift
Gene_0200,Patient_092,frameshift
Gene_0200,Patient_159,nonsense
Gene_0200,Patient_088,nonsense
Gene_0200,Patient_056,nonsense
Gene_0200,Patient_005,frameshift
Gene_0200,Patient_170,nonsense
Gene_0200,Patient_045,nonsense
Gene_0200,Patient_096,frameshift
Gene_0200,Patient_079,missense
Gene_0200,Patient_094,frameshift
Gene_0201,Patient_198,nonsense
Gene_0201,Patient_150,missense
Gene_0201,Patient_121,nonsense
Gene_0201,Patient_071,frameshift
Gene_0201,Patient_185,nonsense
Gene_0201,Patient_181,nonsense
Gene_0201,Patient_055,frameshift
Gene_0201,Patient_047,frameshift
Gene_0201,Patient_114,missense
Gene_0201,Patient_192,missense
Gene_0202,Patient_108,frameshift
Gene_0202,Patient_012,frameshift
Gene_0202,Patient_165,nonsense
Gene_0202,Patient_198,nonsense
Gene_0202,Patient_132,missense
Gene_0202,Patient_192,frameshift
Gene_0202,Patient_034,missense
Gene_0202,Patient_001,nonsense
Gene_0202,Patient_064,nonsense
Gene_0202,Patient_037,frameshift
Gene_0203,Patient_135,nonsense
Gene_0203,Patient_074,frameshift
Gene_0203,Patient_172,missense
Gene_0203,Patient_125,missense
Gene_0203,Patient_093,nonsense
Gene_0203,Patient_146,nonsense
Gene_0203,Patient_120,missense
Gene_0203,Patient_178,nonsense
Gene_0203,Patient_161,missense
Gene_0203,Patient_012,missense
Gene_0204,Patient_169,nonsense
Gene_0204,Patient_185,frameshift
Gene_0204,Patient_005,frameshift
Gene_0204,Patient_176,frameshift
Gene_0204,Patient_115,frameshift
Gene_0204,Patient_074,nonsense
Gene_0204,Patient_122,nonsense
Gene_0204,Patient_137,nonsense
Gene_0204,Patient_164,nonsense
Gene_0204,Patient_114,missense
Gene_0205,Patient_186,missense
Gene_0205,Patient_052,missense
Gene_0205,Patient_041,frameshift
Gene_0205,Patient_118,frameshift
Gene_0205,Patient_111,frameshift
Gene_0205,Patient_069,frameshift
Gene_0205,Patient_169,nonsense
Gene_0205,Patient_063,frameshift
Gene_0205,Patient_175,nonsense
Gene_0205,Patient_017,missense
Gene_0206,Patient_153,frameshift
Gene_0206,Patient_170,frameshift
Gene_0206,Patient_106,nonsense
Gene_0206,Patient_129,missense
Gene_0206,Patient_199,frameshift
Gene_0206,Patient_136,missense
Gene_0206,Patient_057,missense
Gene_0206,Patient_073,nonsense
Gene_0206,Patient_120,frameshift
Gene_0206,Patient_035,nonsense
Gene_0207,Patient_148,nonsense
Gene_0207,Patient_111,missense
Gene_0207,Patient_194,frameshift
Gene_0207,Patient_026,missense
Gene_0207,Patient_084,missense
Gene_0207,Patient_160,nonsense
Gene_0207,Patient_146,frameshift
Gene_0207,Patient_052,nonsense
Gene_0207,Patient_162,nonsense
Gene_0207,Patient_061,nonsense
Gene_0208,Patient_171,missense
Gene_0208,Patient_140,frameshift
Gene_0208,Patient_010,missense
Gene_0208,Patient_177,nonsense
Gene_0208,Patient_094,nonsense
Gene_0208,Patient_159,frameshift
Gene_0208,Patient_081,nonsense
Gene_0208,Patient_154,missense
Gene_0208,Patient_155,missense
Gene_0208,Patient_008,frameshift
Gene_0209,Patient_119,missense
Gene_0209,Patient_008,nonsense
Gene_0209,Patient_013,missense
Gene_0209,Patient_176,missense
Gene_0209,Patient_146,missense
Gene_0209,Patient_133,nonsense
Gene_0209,Patient_185,missense
Gene_0209,Patient_101,missense
Gene_0209,Patient_165,missense
Gene_0209,Patient_143,missense
Gene_0210,Patient_164,frameshift
Gene_0210,Patient_071,frameshift
Gene_0210,Patient_041,missense
Gene_0210,Patient_157,frameshift
Gene_0210,Patient_089,frameshift
Gene_0210,Patient_082,missense
Gene_0210,Patient_031,missense
Gene_0210,Patient_178,missense
Gene_0210,Patient_043,frameshift
Gene_0210,Patient_145,frameshift
Gene_0211,Patient_003,frameshift
Gene_0211,Patient_048,frameshift
Gene_0211,Patient_107,frameshift
Gene_0211,Patient_185,frameshift
Gene_0211,Patient_147,nonsense
Gene_0211,Patient_004,frameshift
Gene_0211,Patient_000,nonsense
Gene_0211,Patient_080,missense
Gene_0211,Patient_145,frameshift
Gene_0211,Patient_177,frameshift
Gene_0212,Patient_184,nonsense
Gene_0212,Patient_035,missense
Gene_0212,Patient_133,frameshift
Gene_0212,Patient_083,frameshift
Gene_0212,Patient_021,frameshift
Gene_0212,Patient_120,missense
Gene_0212,Patient_081,nonsense
Gene_0212,Patient_053,frameshift
Gene_0212,Patient_176,missense
Gene_0212,Patient_033,frameshift
Gene_0213,Patient_180,missense
Gene_0213,Patient_052,missense
Gene_0213,Patient_036,frameshift
Gene_0213,Patient_150,missense
Gene_0213,Patient_090,missense
Gene_0213,Patient_172,nonsense
Gene_0213,Patient_059,nonsense
Gene_0213,Patient_112,missense
Gene_0213,Patient_114,missense
Gene_0213,Patient_063,frameshift
Gene_0214,Patient_078,nonsense
Gene_0214,Patient_167,missense
Gene_0214,Patient_053,frameshift
Gene_0214,Patient_162,missense
Gene_0214,Patient_110,frameshift
Gene_0214,Patient_040,missense
Gene_0214,Patient_181,missense
Gene_0214,Patient_153,frameshift
Gene_0214,Patient_034,nonsense
Gene_0214,Patient_091,nonsense
Gene_0215,Patient_073,missense
Gene_0215,Patient_190,nonsense
Gene_0215,Patient_074,missense
Gene_0215,Patient_128,frameshift
Gene_0215,Patient_184,frameshift
Gene_0215,Patient_186,missense
Gene_0215,Patient_192,frameshift
Gene_0215,Patient_001,nonsense
Gene_0215,Patient_015,missense
Gene_0215,Patient_160,frameshift
Gene_0216,Patient_174,nonsense
Gene_0216,Patient_176,missense
Gene_0216,Patient_132,nonsense
Gene_0216,Patient_073,missense
Gene_0216,Patient_056,nonsense
Gene_0216,Patient_191,frameshift
Gene_0216,Patient_009,missense
Gene_0216,Patient_165,missense
Gene_0216,Patient_046,nonsense
Gene_0216,Patient_147,nonsense
Gene_0217,Patient_047,frameshift
Gene_0217,Patient_087,nonsense
Gene_0217,Patient_044,missense
Gene_0217,Patient_096,nonsense
Gene_0217,Patient_121,frameshift
Gene_0217,Patient_145,nonsense
Gene_0217,Patient_023,missense
Gene_0217,Patient_197,missense
Gene_0217,Patient_185,nonsense
Gene_0217,Patient_031,missense
Gene_0218,Patient_098,nonsense
